accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
SRR11826920,29842,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826921,29893,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826922,29852,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11837450,4433,3,D,checkv,696098,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,97.6,partial,ION_TORRENT
SRR11837451,17460,5,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,89.6,unknown,ION_TORRENT
SRR1183933,1659,1,D,checkv,694009,,NC_004718.3,99.5,partial,NC_004718.3,99.5,partial,DI195813.1,99.5,partial,ILLUMINA
SRR1183947,565,1,D,checkv,,,NC_004718.3,100.0,partial,AY463060.1,100.0,partial,AH013657.2,99.6,partial,ILLUMINA
SRR1183952,55678,2,B,checkv,1335626,,NC_019843.3,100.0,complete,NC_019843.3,100.0,complete,KT036374.1,98.2,partial,ILLUMINA
SRR1183954,1707,5,D,bgc,,,NC_004718.3,100.0,partial,AY390556.1,100.0,partial,AY536760.3,100.0,partial,ILLUMINA
SRR11869172,29875,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11869173,29905,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11869174,29850,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11869175,6960,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,69.3,unknown,ILLUMINA
SRR11869176,2356,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.9,unknown,ILLUMINA
SRR11869177,26887,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.2,unknown,ILLUMINA
SRR11915771,25224,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.0,unknown,ILLUMINA
SRR11915772,27178,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,71.3,unknown,ILLUMINA
SRR11915773,19436,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.0,unknown,ILLUMINA
SRR11915774,6801,4,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,70.1,unknown,ILLUMINA
SRR11915775,14336,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.3,unknown,ILLUMINA
SRR11915776,17904,5,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR1191783,55701,2,B,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR1191876,30150,1,A,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR1191914,55677,2,B,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR1191915,32532,1,A,checkv,1335626,,NC_019843.3,100.0,hiclip_suspicious,NC_019843.3,100.0,hiclip_suspicious,KT036374.1,98.3,hiclip_suspicious,ILLUMINA
SRR1191953,30130,1,A,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR1191954,55691,2,B,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR11939924,23981,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,66.2,unknown,ILLUMINA
SRR11939923,29862,1,A,checkv,694009,,NC_045512.2,99.9,complete,NC_045512.2,99.9,complete,MT084071.1,77.2,unknown,ILLUMINA
SRR11939925,29828,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11939926,29812,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11939927,29887,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11939928,29447,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.9,unknown,ILLUMINA
SRR11953744,2994,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,92.8,unknown,ILLUMINA
SRR11953745,257,1,D,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,99.2,partial,ILLUMINA
SRR11953746,29838,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11953747,29846,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11953749,475,2,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,97.3,partial,ILLUMINA
SRR11954000,29844,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954001,29844,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954002,29836,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954005,2078,2,D,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,93.5,unknown,ILLUMINA
SRR11954264,29864,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954265,1032,2,D,checkv,694009,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT084071.1,93.5,unknown,ILLUMINA
SRR11954266,1595,5,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,88.6,unknown,ILLUMINA
SRR11954267,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954268,958,4,D,bgc,,,NC_045512.2,99.7,partial,MT374101.1,99.7,partial,MT084071.1,93.1,unknown,ILLUMINA
SRR12008188,30001,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,?
SRR12009540,3072,3,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,97.5,partial,ION_TORRENT
SRR12009541,18687,9,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.5,unknown,ION_TORRENT
SRR12009542,30257,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,84.5,unknown,ION_TORRENT
SRR12009543,2519,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.0,unknown,ION_TORRENT
SRR12009544,6056,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,KF294457.1,81.4,unknown,ION_TORRENT
SRR12045840,30016,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR12045841,30032,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR12045843,1618,5,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT544306.1,98.7,near_complete,ILLUMINA
SRR12045844,29628,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR12045845,5942,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.1,unknown,ILLUMINA
SRR1616640,910,1,D,checkv,694003,,NC_003045.1,97.6,partial,MG757139.1,99.0,partial,EU019216.1,98.7,partial,ILLUMINA
SRR1616642,276,1,D,bgc,,,NC_003045.1,98.2,partial,KU558923.1,99.3,partial,AF058944.1,99.3,partial,ILLUMINA
ERR2759408,347,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3180396,5717,3,C,checkv,,,NC_026011.1,93.9,unknown,MH687977.1,98.2,partial,MH687975.1,99.7,partial,ILLUMINA
ERR3199655,1884,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080486,7710,4,C,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,94.4,unknown,OXFORD_NANOPORE
ERR4080737,13459,15,C,checkv,694009,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,93.6,unknown,OXFORD_NANOPORE
ERR4144819,7498,10,C,checkv,694009,,NC_045512.2,99.9,partial,MT374101.1,99.9,partial,MT084071.1,95.8,unknown,OXFORD_NANOPORE
ERR4164916,35207,12,B,bgc,,,NC_045512.2,97.8,partial,MT374101.1,97.8,partial,MT084071.1,91.2,unknown,OXFORD_NANOPORE
ERR4181729,572,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.5,unknown,?
ERR4182352,13580,1,C,checkv,,,NC_045512.2,99.1,hiclip_suspicious,NC_045512.2,99.1,hiclip_suspicious,MT084071.1,83.9,hiclip_suspicious,OXFORD_NANOPORE
ERR4238537,19412,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.2,unknown,ILLUMINA
ERR575888,2457,2,D,checkv,1335626,,NC_019843.3,99.7,partial,KU710265.1,99.8,partial,KT036374.1,99.8,partial,ILLUMINA
SRR1030089,841,4,D,bgc,,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,100.0,partial,ILLUMINA
SRR11092056,2505,8,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.2,unknown,ILLUMINA
SRR11195501,31330,1,A,checkv,11138,,NC_001846.1,99.9,complete,NC_001846.1,99.9,complete,MF416379.1,92.2,unknown,ILLUMINA
SRR11410319,2856,5,D,bgc,,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,93.1,unknown,ILLUMINA
SRR11494457,12563,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.0,unknown,ILLUMINA
SRR11494707,29838,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11563868,29613,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11578026,4265,1,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.9,unknown,ILLUMINA
SRR11578277,12655,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.1,unknown,ILLUMINA
SRR11582238,1404,3,D,bgc,,,NC_045512.2,99.8,partial,MT374101.1,99.8,partial,MT544614.1,96.2,unknown,OXFORD_NANOPORE
SRR11607215,29865,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11621877,29882,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622179,27445,3,B,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11637346,2371,3,D,bgc,,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,92.9,unknown,OXFORD_NANOPORE
SRR11728633,30032,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.2,unknown,ILLUMINA
SRR11772233,29854,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780092,29476,4,B,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,80.0,unknown,ILLUMINA
SRR11826923,29908,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11840024,11476,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,72.1,unknown,ION_TORRENT
SRR11869178,29689,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11915777,2645,3,D,checkv,694009,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,95.0,unknown,ILLUMINA
SRR1191990,30152,1,A,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR11939929,29882,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11953750,29921,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.6,unknown,ILLUMINA
SRR11954269,29895,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12009545,1665,2,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,97.2,partial,ION_TORRENT
SRR12045846,30619,6,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR2777566,2367,1,D,checkv,694003,,NC_003045.1,99.1,partial,NC_003045.1,99.1,partial,AF058944.1,98.9,partial,ILLUMINA
SRR2777567,2799,1,D,checkv,694003,,NC_003045.1,99.2,partial,NC_003045.1,99.2,partial,AF058944.1,99.1,partial,ILLUMINA
SRR3458562,28974,2,B,checkv,12663,,NC_002306.3,92.7,unknown,JN634064.1,98.5,partial,MT114540.1,88.8,unknown,ILLUMINA
SRR3458563,16242,1,C,checkv,12663,,NC_002306.3,92.4,unknown,JN634064.1,98.3,partial,MT114540.1,89.3,unknown,ILLUMINA
SRR3825007,1166,1,D,bgc,,,NC_038861.1,91.9,unknown,KX722529.1,96.3,unknown,KF530117.1,96.2,unknown,ION_TORRENT
SRR3825017,2522,2,D,bgc,,,NC_002306.3,91.9,unknown,EU186072.1,96.6,unknown,KF530270.1,96.1,unknown,ION_TORRENT
SRR4204943,2725,1,D,checkv,11120,,NC_001451.1,82.0,unknown,KU900738.1,93.5,unknown,MK618759.1,89.1,unknown,ILLUMINA
SRR5136327,444,1,D,checkv,28295,,NC_003436.1,98.4,partial,MH052682.1,99.8,partial,KF840538.1,99.8,partial,ILLUMINA
SRR5333369,368,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR5817702,2214,3,D,bgc,,,NC_003436.1,95.8,unknown,LC022792.1,98.7,partial,MG546689.1,97.8,partial,?
SRR5817703,439,1,D,checkv,2691591,,NC_003436.1,94.5,unknown,MN692789.1,97.3,partial,KF840551.1,97.0,partial,ILLUMINA
SRR5817704,2633,6,D,bgc,,,NC_039208.1,98.0,partial,KY363868.1,99.1,partial,EF584908.1,97.1,partial,ILLUMINA
SRR5817707,725,1,D,checkv,28295,,NC_003436.1,95.4,unknown,KU893870.1,99.4,partial,KF840538.1,98.5,partial,ILLUMINA
SRR5817711,5324,7,C,bgc,,,NC_003436.1,97.1,partial,KU893871.1,99.7,partial,MG546689.1,98.8,partial,ILLUMINA
SRR5817712,1308,3,D,bgc,,,NC_003436.1,98.1,partial,KM392229.1,100.0,partial,MG546689.1,97.5,partial,ILLUMINA
SRR5912637,740,1,D,checkv,,,NC_019843.3,99.6,partial,KU710265.1,99.9,partial,MF741832.1,99.6,partial,ILLUMINA
SRR5912639,276,1,D,bgc,,,NC_019843.3,100.0,partial,KU710265.1,100.0,partial,MF741832.1,100.0,partial,ILLUMINA
SRR5912640,55010,2,B,checkv,11137,,NC_028752.1,99.9,near_complete,NC_028752.1,99.9,near_complete,KT253269.1,88.9,hiclip_suspicious,ILLUMINA
SRR5912642,84616,4,B,checkv,2509480,,NC_028752.1,99.9,complete,NC_028752.1,99.9,complete,KT253272.1,94.3,hiclip_suspicious,ILLUMINA
SRR6425312,30779,1,A,checkv,42005,,NC_006213.1,93.2,unknown,KY994645.1,100.0,near_complete,LR721664.1,92.2,unknown,ILLUMINA
SRR6425313,26182,1,A,checkv,42005,,NC_006213.1,92.7,unknown,KY994645.1,99.9,partial,LR721664.1,91.3,unknown,ILLUMINA
SRR6713725,56304,2,B,checkv,28295,,NC_003436.1,96.6,unknown,KU893871.1,99.5,near_complete,MG546689.1,98.7,near_complete,ILLUMINA
SRR6713726,28168,1,A,checkv,28295,,NC_003436.1,96.8,unknown,KU893871.1,99.6,partial,MG546689.1,98.8,near_complete,ILLUMINA
SRR6713728,28100,1,A,checkv,28295,,NC_003436.1,96.8,unknown,KU893871.1,99.7,near_complete,MG546689.1,98.8,near_complete,ILLUMINA
SRR6713729,28161,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893871.1,99.6,partial,MG546689.1,98.8,near_complete,ILLUMINA
SRR6713731,28097,1,A,checkv,28295,,NC_003436.1,96.8,unknown,KU893870.1,99.6,near_complete,MG546689.1,98.8,complete,ILLUMINA
SRR6820597,1543,1,D,bgc,,,NC_001846.1,94.2,unknown,FJ647221.1,94.2,unknown,X00509.1,94.2,unknown,ION_TORRENT
SRR6820598,3264,1,D,checkv,694005,,NC_012936.1,85.9,unknown,FJ647224.1,90.9,unknown,AY771998.1,91.1,unknown,ION_TORRENT
SRR6994383,1460,2,D,checkv,2509481,,NC_019843.3,99.5,partial,NC_019843.3,99.5,partial,KT036374.1,99.9,partial,ILLUMINA
SRR6994385,456,1,D,checkv,,,NC_002645.1,99.8,partial,NC_002645.1,99.8,partial,X64942.1,99.3,near_complete,ILLUMINA
SRR6994387,378,1,D,bgc,,,NC_028806.1,98.7,partial,DQ811786.2,100.0,partial,X53128.1,100.0,partial,ILLUMINA
SRR7214252,843,1,D,checkv,11137,,NC_002645.1,96.7,unknown,MT438700.1,99.3,partial,DQ243944.1,98.1,near_complete,ILLUMINA
SRR7430673,466,2,D,bgc,,,NC_002645.1,100.0,partial,NC_002645.1,100.0,partial,X51325.1,100.0,partial,ILLUMINA
SRR7430675,1900,6,D,bgc,,,NC_002645.1,99.5,partial,NC_002645.1,99.5,partial,J04419.1,97.9,partial,ILLUMINA
SRR7430677,1618,2,D,checkv,11137,,NC_002645.1,99.9,partial,NC_002645.1,99.9,partial,J04419.1,99.0,partial,ILLUMINA
SRR7694496,2363,2,D,checkv,694003,,NC_003045.1,98.9,partial,NC_003045.1,98.9,partial,AF058944.1,98.7,partial,ILLUMINA
SRR8369129,26534,1,A,checkv,290028,,NC_006577.2,94.2,unknown,AY884001.1,99.5,partial,KY370048.1,87.4,hiclip_suspicious,ILLUMINA
SRR8369880,1284,1,D,bgc,,,NC_018871.1,79.5,unknown,MN611525.1,82.7,unknown,HQ728480.1,81.1,unknown,ILLUMINA
SRR9016917,972,1,D,checkv,28295,,NC_003436.1,96.5,unknown,KU893870.1,100.0,partial,KF840538.1,99.1,partial,ILLUMINA
SRR9016918,2415,4,D,bgc,,,NC_003436.1,97.3,partial,KJ645702.1,100.0,partial,MG546689.1,98.6,partial,ILLUMINA
SRR9016919,4501,7,D,bgc,,,NC_003436.1,97.5,partial,KU893870.1,99.9,partial,MG546689.1,99.5,partial,ILLUMINA
SRR9016921,5450,6,C,bgc,,,NC_003436.1,97.1,partial,LC063844.1,99.4,partial,MG546689.1,97.7,partial,ILLUMINA
SRR9179760,1688,2,D,checkv,11137,,NC_002645.1,93.3,unknown,MN369046.1,99.4,partial,J04419.1,96.3,unknown,ILLUMINA
SRR9179762,626,1,D,checkv,11137,,NC_002645.1,96.5,unknown,MT438700.1,98.9,partial,KT359754.1,98.7,partial,ILLUMINA
SRR9179764,932,2,D,bgc,,,NC_002645.1,99.1,partial,MT438700.1,99.8,partial,KT253269.1,94.7,unknown,ILLUMINA
ERR1302422,563,1,D,bgc,,,*,0,unmapped,MK142676.1,96.6,unknown,*,0,unmapped,ILLUMINA
ERR1356716,860,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1414223,8006,1,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1600687,347,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3199657,1236,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3588753,630,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080487,5429,9,C,checkv,696098,,NC_045512.2,96.6,unknown,MT374101.1,96.6,unknown,MT084071.1,90.2,unknown,OXFORD_NANOPORE
ERR4080738,5978,3,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,94.9,unknown,OXFORD_NANOPORE
ERR4144820,5208,9,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,96.5,unknown,OXFORD_NANOPORE
ERR4164917,33595,7,B,bgc,,,NC_045512.2,99.6,partial,NC_045512.2,99.6,partial,MT084071.1,84.5,unknown,OXFORD_NANOPORE
ERR4181730,393,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,90.8,unknown,?
ERR4182353,20588,3,C,checkv,,,NC_045512.2,99.8,hiclip_suspicious,NC_045512.2,99.8,hiclip_suspicious,MT084071.1,95.2,hiclip_suspicious,OXFORD_NANOPORE
ERR4238558,29905,2,B,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,81.5,unknown,ILLUMINA
ERR575889,2460,1,D,bgc,,,NC_019843.3,99.3,partial,KU710265.1,99.3,partial,MF741832.1,99.2,partial,ILLUMINA
SRR1030090,2698,10,D,bgc,,,NC_004718.3,99.6,partial,AB257344.1,99.6,partial,AH013709.2,99.6,partial,ILLUMINA
SRR11039702,8527,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.3,unknown,ILLUMINA
SRR11092057,11828,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.6,unknown,ILLUMINA
SRR11195502,31319,1,A,checkv,11138,,NC_001846.1,99.9,complete,NC_001846.1,99.9,complete,MF416379.1,92.2,unknown,ILLUMINA
SRR11410320,3232,9,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,91.8,unknown,ILLUMINA
SRR11494456,12325,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,89.2,unknown,ILLUMINA
SRR11494708,12469,3,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,77.1,unknown,ILLUMINA
SRR11563869,29843,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11578027,6754,2,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,90.9,unknown,ILLUMINA
SRR11578278,5435,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,80.6,unknown,ILLUMINA
SRR11582239,1164,3,D,bgc,,,NC_045512.2,98.3,partial,NC_045512.2,98.3,partial,MT084071.1,92.6,unknown,?
SRR11593390,2453,3,D,bgc,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,AH012999.2,92.6,unknown,OXFORD_NANOPORE
SRR11607216,29891,2,B,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,72.3,unknown,ILLUMINA
SRR11621878,29623,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.1,unknown,ILLUMINA
SRR11622180,17205,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.8,unknown,ILLUMINA
SRR11676326,7124,3,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,73.5,unknown,ILLUMINA
SRR11728634,29793,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11772234,29844,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780093,12736,4,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.6,unknown,ILLUMINA
SRR11826924,29867,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11840025,8028,1,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,82.9,unknown,ION_TORRENT
SRR11869179,14991,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,72.8,unknown,ILLUMINA
SRR11915778,2898,2,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.0,unknown,ILLUMINA
SRR1191991,56314,2,B,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,98.2,partial,ILLUMINA
SRR1193993,6128,1,C,checkv,1335626,,NC_019843.3,100.0,partial,NC_019843.3,100.0,partial,KT036374.1,92.6,unknown,ILLUMINA
SRR11953751,29903,1,A,checkv,694009,,NC_045512.2,99.9,complete,NC_045512.2,99.9,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12009546,8374,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,74.4,unknown,ION_TORRENT
SRR12045847,26960,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR1233092,1362,1,D,checkv,11137,,NC_002645.1,94.1,unknown,KY967357.1,99.4,partial,J04419.1,96.2,unknown,ILLUMINA
SRR2777577,9233,2,C,checkv,694003,,NC_003045.1,98.8,partial,NC_003045.1,98.8,partial,AF058944.1,98.6,partial,ILLUMINA
